Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,Vehicle Revenue Hours, Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Directional Route Miles,Directional Route Miles Questionable,Any data questionable
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035",338,DR,PT,60,,0,,16.64,,11.71,,1.26,,0,,"2,545,985",,2163535,,"382,450",,"150,828",,130001,,"20,827",,0,,0,,0,,0,,163460,,"1,914,788",,0,,No
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035",338,DR,DO,10,,0,,8.55,,4.38,,0.8,,0,,"102,376",,68696,,"33,680", W ,"16,326",,8035,,"8,291", W ,0,,0,,0,,0,,6396,,"27,988",,0,,Yes
"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,9019,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",331,MB,DO,162,,0,,11.33,,3.62,,16.2,,"5,918,946",,"6,977,960",,5907222,,"1,070,738",,"557,597",,521451,,"36,146",,0,,0,,0,,0,,8448833,,"30,592,656",,916.1,,No
"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,9019,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",331,LR,DO,69,,18,,17.44,,5.91,,43.43,,"3,637,080",,"3,765,256",,3610107,,"155,149",,"213,385",,206957,,"6,428",,"1,757,466",,"1,710,343",,"101,083",,"98,064",,8988806,,"53,131,252",,84.9,,No
"Sacramento Regional Transit District, dba: Sacramento RT",Sacramento,CA,9019,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",331,DR,DO,100,,0,,12.47,,3.29,,2.96,,0,,"655,473",,531708,,"123,765",,"59,162",,42634,,"16,528",,0,,0,,0,,0,,126099,,"415,318",,0,,No
Southwest Ohio Regional Transit Authority,Cincinnati,OH,5012,50012,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,624,827",330,MB,DO,284,,0,,12.97, Q ,5.62, Q ,11.61, Q ,"8,172,606",,"9,467,890",,8172528, Q ,"1,295,362",,"676,494",,630330, Q ,"46,164",,0,,0,,0,,0,,7315465, Q ,"41,086,546",Q,"1,503.60",,Yes
Southwest Ohio Regional Transit Authority,Cincinnati,OH,5012,50012,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,624,827",330,DR,DO,46,,0,,14.97, Q ,8.83, Q ,1.87, Q ,0,,"1,003,786",,820469, Q ,"183,317",,"70,526",,54807, Q ,"15,719",,0,,0,,0,,0,,102269, Q ,"903,035",Q,0,,Yes
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",330,VP,PT,147,,0,,52.56,,73.08,,4.32,,0,,"3,719,414",,3719414,,0,,"70,771",,70771,,0,,0,,0,,0,,0,,306012,,"22,362,976",,0,,No
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",330,RB,DO,9,,0,,9.5,,2.5, W ,37.47,,"500,644",,"538,048",,493643,,"44,405",,"53,975",,51971,,"2,004",,0,,0,,0,,0,,1947297,,"4,868,243",W,15.3,,Yes
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",330,MB,PT,18,,0,,25.38,,12.72,,7.76,,"13,834",,"25,548",,13834,,"11,714",,"1,026",,545,,481,,0,,0,,0,,0,,4230,,"53,800",,66.8,,No
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",330,DR,PT,43,,0,,17.29,,10.51,,1.91,,0,,"2,538,633",,2150874,,"387,759",,"149,654",,124436,,"25,218",,0,,0,,0,,0,,238249,,"2,504,230",,0,,No
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",330,MB,DO,113,,0,,11.02,,4.51, W ,14.77,,"4,890,333",,"5,392,614",,4815584,,"577,030",,"462,535",,437106,,"25,429",,0,,0,,0,,0,,6455074,,"29,131,734",W,630,,Yes
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,4027,40027,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",328,MB,PT,9,,0,,11.75,,5.24,,8.13,,"446,205",,"447,889",,427620,,"20,269",,"38,449",,36398,,"2,051",,0,,0,,0,,0,,296092,,"1,552,432",,39.7,,No
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,4027,40027,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",328,MB,DO,188,,0,,13.66,,5.65,,17.48,,"8,012,042",,"9,066,770",,8070372,,"996,398",,"626,930",,590590,,"36,340",,0,,0,,0,,0,,10321743,,"58,317,574",,866.8,,No
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,4027,40027,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",328,DR,TX,16,,0,,28.02,,5.62,,5.32,,0,,0,,92164,,0,,0,,3289,,0,,0,,0,,0,,0,,17509,,"98,467",,0,,No
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,4027,40027,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",328,DR,PT,115,,0,,14.54,,5.8,,1.29,,0,,"3,392,322",,3111351,,"280,971",,"227,870",,213914,,"13,956",,0,,0,,0,,0,,275475,,"1,597,657",,0,,No
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417",325,VP,PT,37,,0,,39.68, W ,31.15,,4.95, W ,0,,"282,433",,282433,,0,,"7,118",,7118, W ,0,,0,,0,,0,,0,,35203,,"1,096,593",,0,,Yes
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417",325,RB,DO,9,,0,,10.05,,2.57,,22.85,,"350,522",,"372,947",,345827,,"27,120",,"35,985",,34420,,"1,565",,0,,0,,0,,0,,786333,,"2,022,175",,10.1,,No
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417",325,MB,DO,160,,0,,13.61,,3.81,,20.18,,"5,891,707",,"6,534,544",,5847117,,"687,427",,"458,511",,429723,,"28,788",,0,,0,,0,,0,,8672318,,"33,015,745",,858.2,,No
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417",325,DR,TX,68,,0,,21.78,,6.34,,3.45,,0,,0,,1006995,,0,,0,,46238,,0,,0,,0,,0,,0,,159491,,"1,011,906",,0,,No
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417",325,DR,PT,42,,0,,16.64,,7.2,,1.62,,0,,"827,794",,728313,,"99,481",,"53,390",,43775,,"9,615",,0,,0,,0,,0,,71099,,"511,892",,0,,No
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417",325,DR,DO,9,,0,,8.71,,3.41,,2.78,,0,,"215,903",,134413,,"81,490",,"18,420",,15424,,"2,996",,0,,0,,0,,0,,42949,,"146,359",,0,,No
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168",325,SR,PT,6,,6,,7.8,,1.45,,26.66,,"201,631",,"202,583",,199605,,"2,978",,"25,955",,25589,,366,,"202,583",,"199,605",,"25,955",,"25,589",,682262,,"989,280",,7.8,,No
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168",325,MB,PT,198,,0,,11.9,,3.82,,17.9,,"8,259,234",,"9,333,830",,8206957,,"1,126,873",,"736,438",,689783,,"46,655",,0,,0,,0,,0,,12346810,,"47,142,281",,"1,087.30",,No
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168",325,DR,PT,121,,0,,13.3,,7.9,,1.94,,0,,"3,585,209",,2895974,,"689,235",,"263,549",,217767,,"45,782",,0,,0,,0,,0,,422956,,"3,342,010",,0,,No
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454",319,VP,PT,224,,0,,49.97,,45.48,,5.19,,0,,"5,128,014",,5128014,,0,,"102,624",,102624,,0,,0,,0,,0,,0,,532311,,"24,211,582",,0,,No
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454",319,MB,PT,47,,0,,17.32,,6.85,,7.29,,"3,023,309",,"3,293,124",,2996876,,"296,248",,"184,184",,173000,,"11,184",,0,,0,,0,,0,,1261973,,"8,650,472",,"1,082.70",,No
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454",319,DR,PT,42,,0,,15.25,,13.92,,2.82,,0,,"975,563",,796306,,"179,257",,"62,942",,52234,,"10,708",,0,,0,,0,,0,,147166,,"2,049,139",,0,,No
Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,"328,454",319,CB,PT,6,,0,,39.07,,52.89,,5.25,,"225,946",,"270,585",,224837,,"45,748",,"6,884",,5754,,"1,130",,0,,0,,0,,0,,30234,,"1,598,968",,247.2,,No
Regional Transportation Commission of Washoe County,Reno,NV,9001,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,"392,141",317,VP,PT,209,,0,,35.33,,35.43,,5.56,,0,,"3,162,183",,3162183,,0,,"89,503",,89503,,0,,0,,0,,0,,0,,497334,,"17,618,112",,0,,No
Regional Transportation Commission of Washoe County,Reno,NV,9001,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,"392,141",317,MB,PT,56,,0,,10.77,,4.31,,25.9,,"2,836,128",,"2,999,787",,2833229,,"166,558",,"269,858",,262999,,"6,859",,0,,0,,0,,0,,6811895,,"29,343,220",,247,,No
Regional Transportation Commission of Washoe County,Reno,NV,9001,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,"392,141",317,DR,PT,49,,0,,14.3,,8.03,,1.86,,0,,"1,542,756",,1368678,,"174,078",,"100,845",,95723,,"5,122",,0,,0,,0,,0,,177878,,"1,427,878",,0,,No
Regional Transportation Commission of Washoe County,Reno,NV,9001,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,"392,141",317,CB,PT,3,,0,,30.8,,25.67,,6.87,,"104,687",,"113,915",,104758,,"9,157",,"3,814",,3401,,413,,0,,0,,0,,0,,23368,,"599,875",,69.1,,No
Spokane Transit Authority,Spokane,WA,2,2,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",315,VP,DO,80,,0,,29.34,,24.41,,3.95,,0,,"674,189",,674189,,0,,"22,979",,22979,,0,,0,,0,,0,,0,,90770,,"2,215,306",,0,,No
Spokane Transit Authority,Spokane,WA,2,2,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",315,MB,DO,123,,0,,13.77,,4.24,,12.98,,"6,178,689",,"6,748,703",,6170085,,"578,618",,"474,145",,448142,,"26,003",,0,,0,,0,,0,,5817776,,"24,658,091",,807.2,,No
Spokane Transit Authority,Spokane,WA,2,2,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",315,DR,PT,56,,0,,15.51,,7.76,,2.08,,0,,"775,567",,655892,,"119,675",,"49,122",,42276,,"6,846",,0,,0,,0,,0,,87843,,"681,696",,0,,No
Spokane Transit Authority,Spokane,WA,2,2,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",315,DR,DO,56,,0,,15.33,,6.63,,2.04,,0,,"1,012,164",,885171,,"126,993",,"64,845",,57729,,"7,116",,0,,0,,0,,0,,117972,,"781,982",,0,,No
"Montgomery County, Maryland, dba: Ride On - Montgomery County Transit",Rockville,MD,3051,30051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770",314,MB,DO,310,,0,,12.83,,4.34, W ,18.44, W ,"11,401,295",,"13,228,937",,11342033,,"1,886,904",,"977,895",,884194,,"93,701",,0,,0,,0,,0,,16305392, W ,"70,714,968",W,"1,641.80",,Yes
"Montgomery County, Maryland, dba: Ride On - Montgomery County Transit",Rockville,MD,3051,30051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770",314,DR,DO,4,,0,,10.33,,1.2,,2.14,,0,,"61,178",,41601,,"19,577",,"4,646",,4026,,620,,0,,0,,0,,0,,8624,,"10,349",,0,,No
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,2206,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",313,MB,PT,229,,0,,11.2,,5.87,,20.45,,"7,838,271",,"9,289,833",,7813194,,"1,476,639",,"785,461",,697327,,"88,134",,0,,0,,0,,0,,14263561,,"83,766,799",,767,,No
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,2206,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",313,DR,PT,84,,0,,11.18,,7.42,,1.42,,0,,"1,589,354",,1397766,,"191,588",,"138,322",,125030,,"13,292",,0,,0,,0,,0,,177470,,"1,316,622",,0,,No
"City of Detroit, dba: Detroit Department of Transportation",Detroit,MI,5119,50119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,734,090",312,MB,DO,231,,0,,13.32,,4.74,,22.29,,"11,389,402",,"13,021,309",,10971259,,"2,050,050",,"901,562",,823394,,"78,168",,0,,0,,0,,0,,18356196,,"86,959,591",,"1,081.00",,No
"City of Detroit, dba: Detroit Department of Transportation",Detroit,MI,5119,50119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,734,090",312,DR,PT,81,,0,,20.23,,9.46,,2.63,,0,,"3,011,193",,2688043,,"323,150",,"155,247",,132885,,"22,362",,0,,0,,0,,0,,349457,,"3,307,262",,0,,No
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",312,VP,PT,77,,0,,42.28, W ,42.86, Q ,5.06, W ,0,,"1,165,581",,1165581, Q ,0,,"27,565",,27565, W ,0,,0,,0,,0,,0,,139535, Q ,"5,980,316",Q,0,,Yes
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",312,MB,PT,5,,0,,14.54,,6.12,,9.36,,"23,537",,"31,562",,23008,,"8,554",,"1,910",,1582,,328,,0,,0,,0,,0,,14808,,"90,630",,25.6,,No
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",312,MB,DO,125,,0,,13.11, Q ,4.12, W ,10.32, Q ,"5,132,414",,"6,020,441",,4934562, Q ,"1,085,879",,"430,777",,376444, Q ,"54,333",,0,,0,,0,,0,,3883331, Q ,"16,001,565",W,665,,Yes
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",312,DR,PT,50,,0,,13.01, Q ,9.22, Q ,1.43, Q ,0,,"1,752,156",,1439364, Q ,"312,792",,"131,683",,110628, Q ,"21,055",,0,,0,,0,,0,,157908, Q ,"1,456,585",Q,0,,Yes
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",312,DR,DO,35,,0,,15.59, Q ,10.43, Q ,1.57, Q ,0,,"1,070,576",,904237, Q ,"166,339",,"66,808",,57992, Q ,"8,816",,0,,0,,0,,0,,90943, Q ,"948,361",Q,0,,Yes
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",312,CR,PT,20,,5,,19.51,,15.82, Q ,2.86, Q ,"2,417,541",,"2,349,671",,2320998,,"28,673",,"120,510",,118970,,"1,540",,"587,418",,"580,250", Q ,"30,128",,"29,743", Q ,340008, Q ,"5,379,214",Q,52.3,,Yes
Port Authority Trans-Hudson Corporation,New York,NJ,2098,20098,Independent Public Agency or Authority of Transit Service,Full Reporter,"18,351,295",310,HR,DO,304,,33,,13.62,,5.07,,31.7,,"12,823,047",,"13,103,345",,12744198,,"359,147",,"954,091",,935379,,"18,712",,"1,753,804",,"1,705,415",,"129,406",,"126,903",,29654770,,"150,302,485",,28.6,,No
Port Authority Trans-Hudson Corporation,New York,NJ,2098,20098,Independent Public Agency or Authority of Transit Service,Full Reporter,"18,351,295",310,FB,PT,6,,0,,8.91,,2.37,,55.44,,"50,900",,"56,316",,45998,,"10,318",,"6,206",,5160,,"1,046",,0,,0,,0,,0,,286075,,"677,848",,10.4,,No
Cape Cod Regional Transit Authority,Hyannis,MA,1105,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695",310,MB,PT,44,,0,,17,,13.68,,8.09,,"1,258,434",,"1,439,230",,1269784,,"169,446",,"84,901",,74678,,"10,223",,0,,0,,0,,0,,603887,,"8,263,755",,494.4,,No
Cape Cod Regional Transit Authority,Hyannis,MA,1105,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695",310,DR,TX,73,,0,,14.68,,17.68,,1.22,,0,,0,,1122854,,0,,0,,76500,,0,,0,,0,,0,,0,,93527,,"1,653,688",,0,,No
Cape Cod Regional Transit Authority,Hyannis,MA,1105,10105,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695",310,DR,PT,193,,0,,14.51,,7.01,,2.3,,0,,"2,830,142",,2469610,,"360,532",,"198,665",,170149,,"28,516",,0,,0,,0,,0,,392055,,"2,747,040",,0,,No
Foothill Transit,West Covina,CA,9146,90146,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996",308,MB,PT,308,,0,,14.18,,10.15,,11.6,,"12,106,980",,"16,250,427",,12058360,,"4,192,067",,"1,138,636",,850559,,"288,077",,0,,0,,0,,0,,9862939,,"100,134,716",,"1,001.00",,No
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022",304,VP,PT,127,,0,,37.47, W ,35.03,,4.01, W ,0,,"1,809,306",,1809306,,0,,"48,289",,48289, W ,0,,0,,0,,0,,0,,193599,,"6,782,545",,0,,Yes
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022",304,MB,DO,84,,0,,9.92,,3.57,,14.16,,"2,507,779",,"2,676,554",,2484342,,"192,212",,"258,818",,250492,,"8,326",,0,,0,,0,,0,,3546585,,"12,665,542",,300.9,,No
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022",304,DR,TX,7,,0,,6.47,,9.97,,1.4,,0,,0,,49250,,0,,0,,7615,,0,,0,,0,,0,,0,,10691,,"106,584",,0,,No
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022",304,DR,PT,60,,0,,8.62,,9.01,,1.91,,0,,"1,005,178",,504859,,"500,319",,"74,778",,58587,,"16,191",,0,,0,,0,,0,,112130,,"1,010,011",,0,,No
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022",304,DR,DO,20,,0,,13.64,,5.2,,1.45,,0,,"113,651",,99823,,"13,828",,"9,002",,7320,,"1,682",,0,,0,,0,,0,,10596,,"55,117",,0,,No
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022",304,CB,PT,3,,0,,32.37,,30.04,,10.03,,"141,990",,"185,743", Q ,162193,,"23,550",,"5,700",,5010,,690,,0,,0,,0,,0,,50239,,"1,508,955",,30,,Yes
Ann Arbor Area Transportation Authority,Ann Arbor,MI,5040,50040,Independent Public Agency or Authority of Transit Service,Full Reporter,"306,022",304,CB,DO,3,,0,,28.59,,16.99,,12.84,,"24,538",,"52,260",,27793,,"24,467",,"1,685",,972,,713,,0,,0,,0,,0,,12479,,"212,017",,48.4,,No
"City of Raleigh, dba: GoRaleigh",Raleigh,NC,4007,40007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"884,891",299,MB,PT,75,,0,,12.49,,3.73,,15.94,,"3,842,049",,"3,995,349",,3746518,,"248,831",,"317,063",,299907,,"17,156",,0,,0,,0,,0,,4779027,,"17,815,902",,444.2,,No
"City of Raleigh, dba: GoRaleigh",Raleigh,NC,4007,40007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"884,891",299,DR,TX,224,,0,,12.05,,7.15,,1.81,,0,,0,,2760986,,0,,0,,229223,,0,,0,,0,,0,,0,,413871,,"2,960,257",,0,,No
Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,932,666",298,MB,DO,101,,0,,12.94,,6.53,,12.81,,"5,279,580",,"6,092,860",,5286269,,"806,591",,"438,021",,408562,,"29,459",,0,,0,,0,,0,,5234962,,"34,191,746",,377.7,,No
Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,932,666",298,DR,TX,16,,0,,24.43,,11.92,,2.05,,0,,0,,98596,,0,,0,,4036,,0,,0,,0,,0,,0,,8271,,"98,596",,0,,No
Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,932,666",298,DR,PT,97,,0,,16.89,,8.09,,1.94,,0,,"3,004,002",,2393386,,"610,616",,"172,335",,141711,,"30,624",,0,,0,,0,,0,,275371,,"2,226,552",,0,,No
Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,932,666",298,CB,PT,12,,0,,26.01,,26.83,,3.53,,"373,136",,"556,183",,368601,,"187,582",,"19,692",,14173,,"5,519",,0,,0,,0,,0,,50036,,"1,342,287",,184.8,,No
Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,932,666",298,CB,DO,20,,0,,23.93,,30.06,,5.83,,"1,121,313",,"1,413,256",,1112277,,"300,979",,"55,984",,46486,,"9,498",,0,,0,,0,,0,,271061,,"8,148,866",,372.8,,No
Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,932,666",298,MB,PT,52,,0,,15.37,,10.05,,6.35,,"2,771,867",,"3,676,874",,2750351,,"926,523",,"212,265",,178998,,"33,267",,0,,0,,0,,0,,1137434,,"11,435,711",,415.6,,No
